cart_size,similar_items,avg_price,return_prob
2,2,181.69814191193956,0.8183018580880604
4,2,144.75502902082408,1.0
4,2,80.55470683564617,1.0
6,5,14.333561336348838,1.0
6,1,149.73611796260937,1.0
6,0,105.73849350348291,1.0
1,0,175.56959396835447,0.024430406031645535
2,0,49.93226677688058,0.35006773322311946
4,2,66.91003706943343,1.0
6,4,73.99464276877073,1.0
3,3,75.33075552347803,1.0
1,0,119.01240719232881,0.08098759280767119
3,2,117.52459372722376,1.0
5,4,21.003168491552977,1.0
4,2,154.56829718516173,1.0
1,1,63.85609162102472,0.43614390837897526
3,3,88.52076146740853,1.0
4,1,160.52509238561086,0.9394749076143892
1,0,173.46457565990704,0.026535424340092956
3,2,23.565748746482825,1.0
2,0,165.97059933801197,0.23402940066198805
3,2,119.96734483036239,1.0
3,0,63.983271057246704,0.5360167289427534
4,3,124.35273688661943,1.0
4,1,31.740169088449544,1.0
1,0,95.44759731130488,0.10455240268869513
2,0,55.62806827102358,0.34437193172897645
6,3,72.5362153641677,1.0
5,5,31.31876965394203,1.0
3,2,36.49071877445634,1.0
5,3,34.07288977684998,1.0
1,1,124.92049592561835,0.3750795040743816
4,2,163.70904832705241,1.0
2,1,159.28696209374112,0.5407130379062588
3,2,132.4879176149429,1.0
4,0,184.3460260033755,0.6156539739966245
1,1,19.799287520758803,0.4802007124792412
6,6,177.04396261191516,1.0
5,0,107.6413629714136,0.8923586370285864
3,1,161.38844913585058,0.7386115508641495
6,2,16.451772380355607,1.0
4,3,143.8015452013322,1.0
6,0,101.82221555746135,1.0
4,4,55.94734874095773,1.0
5,4,127.53096647443883,1.0
6,3,186.22043560534868,1.0
1,1,157.871522725967,0.34212847727403295
3,1,97.71994258900376,0.8022800574109964
6,5,40.463966424346594,1.0
1,0,35.18959051482402,0.164810409485176
6,0,173.74258186887235,1.0
6,6,52.147220621645154,1.0
2,0,188.9774074894822,0.2110225925105178
4,1,193.3274211098129,0.9066725788901872
2,2,104.16762427756342,0.8958323757224366
3,3,192.82537319102718,1.0
3,1,24.62188174224604,0.8753781182577541
5,1,113.1555639617397,1.0
5,3,129.21178234454186,1.0
4,2,65.93882716026869,1.0
6,6,166.52908499119326,1.0
6,5,105.76878859080296,1.0
3,1,171.96320350656202,0.7280367964934381
2,2,57.30768998247714,0.9426923100175228
4,3,165.14498246278683,1.0
3,0,66.79535753729007,0.53320464246271
5,1,54.35269982938787,1.0
6,3,88.00389207029345,1.0
4,3,197.25251040935183,1.0
1,1,178.3359282695017,0.32166407173049827
2,2,77.711387110329,0.922288612889671
1,1,168.55015460956162,0.33144984539043837
6,2,10.547698320931044,1.0
3,3,176.2079703342965,1.0
3,0,89.93351035171739,0.5100664896482827
3,1,23.756873074276108,0.876243126925724
4,2,116.11612023929197,1.0
5,5,89.8873275951651,1.0
4,3,80.34249572980163,1.0
1,1,111.38660943315617,0.38861339056684385
4,0,84.43565120673586,0.7155643487932641
3,3,197.5938903719873,1.0
5,2,96.52591844517387,1.0
2,1,188.80949892637605,0.511190501073624
6,6,123.22872414580648,1.0
1,0,19.50575153795775,0.18049424846204226
6,5,120.14985080510044,1.0
1,0,197.43623820503123,0.002563761794968783
3,3,30.930745187930064,1.0
3,1,52.12910734431132,0.8478708926556888
5,3,74.22060993429655,1.0
6,2,153.58989159756908,1.0
4,0,90.95192747604983,0.7090480725239502
3,1,87.93579710005413,0.812064202899946
4,0,22.952722487746712,0.7770472775122533
1,0,57.67055378532934,0.14232944621467067
4,0,29.567742101713495,0.7704322578982865
3,1,38.38425523120786,0.8616157447687922
5,0,73.12202642856936,0.9268779735714306
4,4,100.60570392422426,1.0
2,1,35.27685530819433,0.6647231446918056
4,3,130.66784204147422,1.0
4,1,10.336313172472037,1.0
6,4,68.49410004254162,1.0
6,4,114.80918574443541,1.0
1,0,100.22071171114172,0.09977928828885829
1,0,47.78940718813279,0.15221059281186722
6,3,59.36859858654047,1.0
1,1,171.58460895673588,0.3284153910432641
4,2,67.00744834113443,1.0
1,0,13.943227390532934,0.18605677260946707
6,3,43.9843890506183,1.0
5,4,89.78288190588582,1.0
1,1,45.29659977717718,0.45470340022282285
3,2,182.26092830499277,1.0
6,2,97.75928267071909,1.0
6,4,115.07101111738979,1.0
3,0,149.51297122152795,0.45048702877847213
1,1,139.36527039853306,0.3606347296014669
1,1,168.21801141377878,0.3317819885862212
5,5,90.1666430105292,1.0
6,3,123.77988886092332,1.0
6,1,27.43905649607655,1.0
3,0,51.158733896140866,0.5488412661038592
3,2,127.74719054617967,1.0
4,0,177.48056340301667,0.6225194365969834
3,0,175.74688987926237,0.42425311012073774
5,3,130.5061907765297,1.0
5,3,158.19507758949715,1.0
1,0,159.62456918937903,0.04037543081062095
3,3,142.4496793428176,1.0
3,0,21.538749741724143,0.578461250258276
2,1,47.46340364517485,0.6525365963548251
3,3,55.70026274258569,1.0
3,0,25.091643141322265,0.5749083568586778
3,3,163.87913321656504,1.0
4,4,78.91487587044325,1.0
1,0,105.41157781879761,0.09458842218120239
5,0,73.76824121822695,0.926231758781773
5,2,93.19652076484051,1.0
2,0,91.73719391017246,0.30826280608982753
3,2,117.50220977178235,1.0
6,3,121.67591248852445,1.0
3,2,119.45840268253028,1.0
1,1,161.60107416982802,0.33839892583017195
3,2,34.89094234055042,1.0
1,0,24.055678698126805,0.1759443213018732
3,3,102.79283660975285,1.0
5,4,115.84542461130201,1.0
3,0,174.68909291288531,0.4253109070871147
6,5,81.1390474707012,1.0
5,0,133.98554159474065,0.8660144584052594
5,2,132.72273099359447,1.0
1,1,23.99148185969916,0.4760085181403008
1,0,52.8066575206517,0.14719334247934832
3,1,29.496310730401945,0.8705036892695982
5,1,30.434911098038864,1.0
3,1,92.27533136149692,0.8077246686385032
5,0,139.91276367216872,0.8600872363278312
1,1,123.1191349913996,0.3768808650086004
2,2,11.923154972543115,0.9880768450274569
2,2,180.38393630441453,0.8196160636955855
1,1,166.95093283990857,0.3330490671600914
1,0,27.997718033837504,0.17200228196616252
2,1,134.14191096250522,0.5658580890374947
1,1,119.75331966277605,0.380246680337224
5,2,185.05504211166485,1.0
6,4,168.7961213088348,1.0
4,0,19.23067136367913,0.7807693286363209
5,4,175.61284340312713,1.0
6,3,63.51462331204861,1.0
3,2,138.4146175274056,1.0
4,4,173.7576154151989,1.0
6,3,70.33768499020746,1.0
6,2,165.04767187894006,1.0
6,6,58.488538649694085,1.0
3,3,21.37548898725275,1.0
4,4,65.69770577852417,1.0
4,2,169.9801388885866,1.0
4,2,188.4797758191096,1.0
1,0,80.14409924430987,0.11985590075569014
1,1,11.262441955272406,0.48873755804472757
6,1,69.36100915816088,1.0
3,3,144.32067383631596,1.0
6,1,44.44560989550133,1.0
6,0,98.46763204985463,1.0
5,4,177.7711644184711,1.0
5,1,64.03928102845552,1.0
6,1,28.989583651149513,1.0
6,5,20.609749872613733,1.0
1,0,38.58023848216209,0.16141976151783793
5,4,15.569744384939748,1.0
1,1,160.82726499529528,0.3391727350047047
2,1,23.097639544550866,0.676902360455449
6,3,70.41227928333055,1.0
6,3,166.7830381967364,1.0
6,3,62.402615714011255,1.0
2,2,51.97960083868524,0.9480203991613148
1,0,173.97637682651072,0.026023623173489274
2,0,172.42112060784825,0.22757887939215177
5,3,139.62079724546984,1.0
3,1,150.73796367110177,0.7492620363288983
2,0,92.37282124823736,0.30762717875176265
2,0,66.92130961229701,0.333078690387703
6,4,22.63456996378946,1.0
1,0,91.10445843008736,0.10889554156991264
4,4,199.62315519986745,1.0
3,2,30.12462215663972,1.0
5,0,108.23919353933275,0.8917608064606672
5,2,83.7064186589678,1.0
3,1,131.5667246780261,0.768433275321974
5,4,168.83972697725397,1.0
1,1,198.13206347238324,0.3018679365276168
1,0,161.95232775515126,0.03804767224484876
5,5,43.1241513939182,1.0
6,2,59.739627344093584,1.0
1,0,75.84866764098271,0.12415133235901729
3,0,79.96424630509325,0.5200357536949068
3,3,120.00106614753092,1.0
4,1,47.17159921976099,1.0
3,0,165.39754035661934,0.43460245964338073
1,1,12.383547246989028,0.48761645275301096
2,2,151.83915769635735,0.8481608423036426
4,3,169.58196469094804,1.0
1,0,184.32793940728257,0.01567206059271742
5,1,194.46026453762107,1.0
1,1,45.926517845485414,0.4540734821545146
5,4,105.38484726904412,1.0
3,3,166.09747805803661,1.0
1,0,113.32019208515379,0.08667980791484622
1,0,190.1212751740379,0.00987872482596211
2,1,121.72401380012293,0.578275986199877
6,6,42.69360241628576,1.0
3,2,159.1519732105577,1.0
5,4,98.05044876096754,1.0
4,1,65.02225897871264,1.0
3,2,61.853160403131135,1.0
6,6,41.82671127390995,1.0
6,6,138.89124378202806,1.0
1,0,84.1934535499043,0.1158065464500957
